# Simulated NCR wholesale prices (PHP/kg) for the last 90 days.
# market,commodity,price_php_per_kg,demand,date
Cebu Carbon,Lettuce (Romaine),118,Stable,2026-05-02
Baguio Public,Lettuce (Romaine),133,Surging,2026-05-02
Davao Bankerohan,Lettuce (Romaine),113,Dipping,2026-05-02
Iloilo Terminal,Lettuce (Romaine),132,Surging,2026-05-02
Balintawak,Mango (Carabao),117,Surging,2026-05-02
Divisoria,Mango (Carabao),120,Surging,2026-05-02
Mega Q-Mart,Mango (Carabao),144,Surging,2026-05-02
Muntinlupa,Mango (Carabao),138,Rising,2026-05-02
Cebu Carbon,Mango (Carabao),121,Dipping,2026-05-02
Baguio Public,Mango (Carabao),124,Dipping,2026-05-02
Davao Bankerohan,Mango (Carabao),132,Stable,2026-05-02
Iloilo Terminal,Mango (Carabao),141,Rising,2026-05-02
Balintawak,Rice (Well Milled),45,Stable,2026-05-02
Divisoria,Rice (Well Milled),52,Surging,2026-05-02
Mega Q-Mart,Rice (Well Milled),56,Stable,2026-05-02
Muntinlupa,Rice (Well Milled),61,Rising,2026-05-02
Cebu Carbon,Rice (Well Milled),56,Stable,2026-05-02
Baguio Public,Rice (Well Milled),64,Surging,2026-05-02
Davao Bankerohan,Rice (Well Milled),59,Rising,2026-05-02
Iloilo Terminal,Rice (Well Milled),62,Surging,2026-05-02
Balintawak,Eggplant,54,Stable,2026-05-02
Divisoria,Eggplant,48,Dipping,2026-05-02
Mega Q-Mart,Eggplant,74,Surging,2026-05-02
Muntinlupa,Eggplant,71,Rising,2026-05-02
Cebu Carbon,Eggplant,68,Rising,2026-05-02
Baguio Public,Eggplant,72,Surging,2026-05-02
Davao Bankerohan,Eggplant,66,Stable,2026-05-02
Iloilo Terminal,Eggplant,64,Stable,2026-05-02
Balintawak,Squash,36,Rising,2026-05-02
Divisoria,Squash,36,Stable,2026-05-02
Mega Q-Mart,Squash,40,Dipping,2026-05-02
Muntinlupa,Squash,44,Rising,2026-05-02
Cebu Carbon,Squash,48,Surging,2026-05-02
Baguio Public,Squash,42,Stable,2026-05-02
Davao Bankerohan,Squash,45,Rising,2026-05-02
Iloilo Terminal,Squash,45,Rising,2026-05-02
Balintawak,Ampalaya,64,Stable,2026-05-02
Divisoria,Ampalaya,70,Rising,2026-05-02
Mega Q-Mart,Ampalaya,86,Rising,2026-05-02
Muntinlupa,Ampalaya,88,Rising,2026-05-02
Cebu Carbon,Ampalaya,78,Dipping,2026-05-02
Baguio Public,Ampalaya,85,Rising,2026-05-02
Davao Bankerohan,Ampalaya,78,Stable,2026-05-02
Iloilo Terminal,Ampalaya,89,Surging,2026-05-02
Balintawak,Pechay Baguio,50,Stable,2026-05-01
Divisoria,Pechay Baguio,49,Stable,2026-05-01
Mega Q-Mart,Pechay Baguio,58,Stable,2026-05-01
Muntinlupa,Pechay Baguio,56,Dipping,2026-05-01
Cebu Carbon,Pechay Baguio,60,Stable,2026-05-01
Baguio Public,Pechay Baguio,61,Stable,2026-05-01
Davao Bankerohan,Pechay Baguio,68,Surging,2026-05-01
Iloilo Terminal,Pechay Baguio,66,Surging,2026-05-01
Balintawak,Cabbage (Scorpio),36,Dipping,2026-05-01
Divisoria,Cabbage (Scorpio),44,Surging,2026-05-01
Mega Q-Mart,Cabbage (Scorpio),44,Dipping,2026-05-01
Muntinlupa,Cabbage (Scorpio),51,Rising,2026-05-01
Cebu Carbon,Cabbage (Scorpio),48,Stable,2026-05-01
Baguio Public,Cabbage (Scorpio),52,Rising,2026-05-01
Davao Bankerohan,Cabbage (Scorpio),45,Dipping,2026-05-01
Iloilo Terminal,Cabbage (Scorpio),52,Rising,2026-05-01
Balintawak,Carrots,89,Rising,2026-05-01
Divisoria,Carrots,79,Dipping,2026-05-01
Mega Q-Mart,Carrots,115,Surging,2026-05-01
Muntinlupa,Carrots,96,Dipping,2026-05-01
Cebu Carbon,Carrots,118,Surging,2026-05-01
Baguio Public,Carrots,100,Stable,2026-05-01
Davao Bankerohan,Carrots,97,Dipping,2026-05-01
Iloilo Terminal,Carrots,107,Rising,2026-05-01
Balintawak,Broccoli,141,Rising,2026-05-01
Divisoria,Broccoli,145,Rising,2026-05-01
Mega Q-Mart,Broccoli,182,Surging,2026-05-01
Muntinlupa,Broccoli,164,Stable,2026-05-01
Cebu Carbon,Broccoli,151,Dipping,2026-05-01
Baguio Public,Broccoli,185,Surging,2026-05-01
Davao Bankerohan,Broccoli,150,Dipping,2026-05-01
Iloilo Terminal,Broccoli,163,Stable,2026-05-01
Balintawak,Tomato,72,Rising,2026-05-01
Divisoria,Tomato,69,Rising,2026-05-01
Mega Q-Mart,Tomato,83,Stable,2026-05-01
Muntinlupa,Tomato,86,Rising,2026-05-01
Cebu Carbon,Tomato,80,Stable,2026-05-01
Baguio Public,Tomato,88,Rising,2026-05-01
Davao Bankerohan,Tomato,78,Stable,2026-05-01
Iloilo Terminal,Tomato,84,Rising,2026-05-01
Balintawak,White Potato,83,Surging,2026-05-01
Divisoria,White Potato,75,Stable,2026-05-01
Mega Q-Mart,White Potato,106,Surging,2026-05-01
Muntinlupa,White Potato,95,Rising,2026-05-01
Cebu Carbon,White Potato,99,Rising,2026-05-01
Baguio Public,White Potato,100,Rising,2026-05-01
Davao Bankerohan,White Potato,103,Surging,2026-05-01
Iloilo Terminal,White Potato,100,Rising,2026-05-01
Balintawak,Bell Pepper (Green),155,Stable,2026-05-01
Divisoria,Bell Pepper (Green),165,Surging,2026-05-01
Mega Q-Mart,Bell Pepper (Green),206,Surging,2026-05-01
Muntinlupa,Bell Pepper (Green),168,Dipping,2026-05-01
Cebu Carbon,Bell Pepper (Green),180,Stable,2026-05-01
Baguio Public,Bell Pepper (Green),196,Rising,2026-05-01
Davao Bankerohan,Bell Pepper (Green),173,Dipping,2026-05-01
Iloilo Terminal,Bell Pepper (Green),182,Stable,2026-05-01
Balintawak,Cauliflower,134,Rising,2026-05-01
Divisoria,Cauliflower,129,Rising,2026-05-01
Mega Q-Mart,Cauliflower,168,Surging,2026-05-01
Muntinlupa,Cauliflower,152,Stable,2026-05-01
Cebu Carbon,Cauliflower,157,Rising,2026-05-01
Baguio Public,Cauliflower,144,Dipping,2026-05-01
Davao Bankerohan,Cauliflower,139,Dipping,2026-05-01
Iloilo Terminal,Cauliflower,167,Surging,2026-05-01
Balintawak,Lettuce (Romaine),96,Stable,2026-05-01
Divisoria,Lettuce (Romaine),109,Surging,2026-05-01
Mega Q-Mart,Lettuce (Romaine),109,Dipping,2026-05-01
Muntinlupa,Lettuce (Romaine),120,Stable,2026-05-01
Cebu Carbon,Lettuce (Romaine),125,Rising,2026-05-01
Baguio Public,Lettuce (Romaine),123,Stable,2026-05-01
Davao Bankerohan,Lettuce (Romaine),123,Stable,2026-05-01
Iloilo Terminal,Lettuce (Romaine),114,Dipping,2026-05-01
Balintawak,Mango (Carabao),109,Stable,2026-05-01
Divisoria,Mango (Carabao),104,Stable,2026-05-01
Mega Q-Mart,Mango (Carabao),133,Stable,2026-05-01
Muntinlupa,Mango (Carabao),127,Stable,2026-05-01
Cebu Carbon,Mango (Carabao),126,Stable,2026-05-01
Baguio Public,Mango (Carabao),148,Surging,2026-05-01
Davao Bankerohan,Mango (Carabao),137,Rising,2026-05-01
Iloilo Terminal,Mango (Carabao),149,Surging,2026-05-01
Balintawak,Rice (Well Milled),53,Surging,2026-05-01
Divisoria,Rice (Well Milled),42,Dipping,2026-05-01
Mega Q-Mart,Rice (Well Milled),56,Stable,2026-05-01
Muntinlupa,Rice (Well Milled),59,Rising,2026-05-01
Cebu Carbon,Rice (Well Milled),64,Surging,2026-05-01
Baguio Public,Rice (Well Milled),58,Stable,2026-05-01
Davao Bankerohan,Rice (Well Milled),62,Surging,2026-05-01
Iloilo Terminal,Rice (Well Milled),53,Dipping,2026-05-01
Balintawak,Eggplant,55,Rising,2026-05-01
Divisoria,Eggplant,56,Rising,2026-05-01
Mega Q-Mart,Eggplant,74,Surging,2026-05-01
Muntinlupa,Eggplant,60,Dipping,2026-05-01
Cebu Carbon,Eggplant,61,Dipping,2026-05-01
Baguio Public,Eggplant,72,Surging,2026-05-01
Davao Bankerohan,Eggplant,73,Surging,2026-05-01
Iloilo Terminal,Eggplant,59,Dipping,2026-05-01
Balintawak,Squash,40,Surging,2026-05-01
Divisoria,Squash,34,Stable,2026-05-01
Mega Q-Mart,Squash,40,Dipping,2026-05-01
Muntinlupa,Squash,40,Dipping,2026-05-01
Cebu Carbon,Squash,40,Dipping,2026-05-01
Baguio Public,Squash,45,Rising,2026-05-01
Davao Bankerohan,Squash,42,Stable,2026-05-01
Iloilo Terminal,Squash,48,Surging,2026-05-01
Balintawak,Ampalaya,67,Stable,2026-05-01
Divisoria,Ampalaya,76,Surging,2026-05-01
Mega Q-Mart,Ampalaya,93,Surging,2026-05-01
Muntinlupa,Ampalaya,91,Surging,2026-05-01
Cebu Carbon,Ampalaya,91,Surging,2026-05-01
Baguio Public,Ampalaya,75,Dipping,2026-05-01
Davao Bankerohan,Ampalaya,93,Surging,2026-05-01
Iloilo Terminal,Ampalaya,90,Surging,2026-05-01
Balintawak,Pechay Baguio,54,Surging,2026-04-30
Divisoria,Pechay Baguio,45,Dipping,2026-04-30
Mega Q-Mart,Pechay Baguio,65,Surging,2026-04-30
Muntinlupa,Pechay Baguio,56,Dipping,2026-04-30
Cebu Carbon,Pechay Baguio,61,Rising,2026-04-30
Baguio Public,Pechay Baguio,62,Rising,2026-04-30
Davao Bankerohan,Pechay Baguio,61,Rising,2026-04-30
Iloilo Terminal,Pechay Baguio,67,Surging,2026-04-30
Balintawak,Cabbage (Scorpio),44,Surging,2026-04-30
Divisoria,Cabbage (Scorpio),44,Surging,2026-04-30
Mega Q-Mart,Cabbage (Scorpio),54,Surging,2026-04-30
Muntinlupa,Cabbage (Scorpio),55,Surging,2026-04-30
Cebu Carbon,Cabbage (Scorpio),46,Dipping,2026-04-30
Baguio Public,Cabbage (Scorpio),53,Rising,2026-04-30
Davao Bankerohan,Cabbage (Scorpio),51,Rising,2026-04-30
Iloilo Terminal,Cabbage (Scorpio),53,Rising,2026-04-30
Balintawak,Carrots,86,Stable,2026-04-30
Divisoria,Carrots,83,Stable,2026-04-30
Mega Q-Mart,Carrots,101,Stable,2026-04-30
Muntinlupa,Carrots,109,Rising,2026-04-30
Cebu Carbon,Carrots,115,Surging,2026-04-30
Baguio Public,Carrots,102,Stable,2026-04-30
Davao Bankerohan,Carrots,111,Rising,2026-04-30
Iloilo Terminal,Carrots,117,Surging,2026-04-30
Balintawak,Broccoli,149,Surging,2026-04-30
Divisoria,Broccoli,121,Dipping,2026-04-30
Mega Q-Mart,Broccoli,151,Dipping,2026-04-30
Muntinlupa,Broccoli,186,Surging,2026-04-30
Cebu Carbon,Broccoli,158,Stable,2026-04-30
Baguio Public,Broccoli,157,Stable,2026-04-30
Davao Bankerohan,Broccoli,170,Rising,2026-04-30
Iloilo Terminal,Broccoli,167,Stable,2026-04-30
Balintawak,Tomato,65,Stable,2026-04-30
Divisoria,Tomato,75,Surging,2026-04-30
Mega Q-Mart,Tomato,85,Rising,2026-04-30
Muntinlupa,Tomato,87,Rising,2026-04-30
Cebu Carbon,Tomato,85,Rising,2026-04-30
Baguio Public,Tomato,85,Rising,2026-04-30
Davao Bankerohan,Tomato,88,Rising,2026-04-30
Iloilo Terminal,Tomato,81,Stable,2026-04-30
Balintawak,White Potato,71,Dipping,2026-04-30
Divisoria,White Potato,86,Surging,2026-04-30
Mega Q-Mart,White Potato,93,Stable,2026-04-30
Muntinlupa,White Potato,86,Dipping,2026-04-30
Cebu Carbon,White Potato,95,Stable,2026-04-30
Baguio Public,White Potato,95,Stable,2026-04-30
Davao Bankerohan,White Potato,96,Rising,2026-04-30
Iloilo Terminal,White Potato,99,Rising,2026-04-30
Balintawak,Bell Pepper (Green),160,Rising,2026-04-30
Divisoria,Bell Pepper (Green),175,Surging,2026-04-30
Mega Q-Mart,Bell Pepper (Green),208,Surging,2026-04-30
Muntinlupa,Bell Pepper (Green),170,Dipping,2026-04-30
Cebu Carbon,Bell Pepper (Green),170,Dipping,2026-04-30
Baguio Public,Bell Pepper (Green),199,Rising,2026-04-30
Davao Bankerohan,Bell Pepper (Green),191,Rising,2026-04-30
Iloilo Terminal,Bell Pepper (Green),178,Stable,2026-04-30
Balintawak,Cauliflower,130,Rising,2026-04-30
Divisoria,Cauliflower,134,Rising,2026-04-30
Mega Q-Mart,Cauliflower,150,Stable,2026-04-30
Muntinlupa,Cauliflower,148,Stable,2026-04-30
Cebu Carbon,Cauliflower,175,Surging,2026-04-30
Baguio Public,Cauliflower,149,Stable,2026-04-30
Davao Bankerohan,Cauliflower,142,Dipping,2026-04-30
Iloilo Terminal,Cauliflower,144,Dipping,2026-04-30
Balintawak,Lettuce (Romaine),93,Dipping,2026-04-30
Divisoria,Lettuce (Romaine),102,Rising,2026-04-30
Mega Q-Mart,Lettuce (Romaine),127,Rising,2026-04-30
Muntinlupa,Lettuce (Romaine),113,Dipping,2026-04-30
Cebu Carbon,Lettuce (Romaine),110,Dipping,2026-04-30
Baguio Public,Lettuce (Romaine),138,Surging,2026-04-30
Davao Bankerohan,Lettuce (Romaine),132,Surging,2026-04-30
Iloilo Terminal,Lettuce (Romaine),129,Rising,2026-04-30
Balintawak,Mango (Carabao),107,Stable,2026-04-30
Divisoria,Mango (Carabao),100,Dipping,2026-04-30
Mega Q-Mart,Mango (Carabao),149,Surging,2026-04-30
Muntinlupa,Mango (Carabao),121,Dipping,2026-04-30
Cebu Carbon,Mango (Carabao),121,Dipping,2026-04-30
Baguio Public,Mango (Carabao),122,Dipping,2026-04-30
Davao Bankerohan,Mango (Carabao),122,Dipping,2026-04-30
Iloilo Terminal,Mango (Carabao),128,Stable,2026-04-30
Balintawak,Rice (Well Milled),46,Stable,2026-04-30
Divisoria,Rice (Well Milled),43,Dipping,2026-04-30
Mega Q-Mart,Rice (Well Milled),65,Surging,2026-04-30
Muntinlupa,Rice (Well Milled),59,Rising,2026-04-30
Cebu Carbon,Rice (Well Milled),55,Stable,2026-04-30
Baguio Public,Rice (Well Milled),62,Surging,2026-04-30
Davao Bankerohan,Rice (Well Milled),62,Surging,2026-04-30
Iloilo Terminal,Rice (Well Milled),61,Rising,2026-04-30
Balintawak,Eggplant,53,Stable,2026-04-30
Divisoria,Eggplant,55,Rising,2026-04-30
Mega Q-Mart,Eggplant,71,Surging,2026-04-30
Muntinlupa,Eggplant,60,Dipping,2026-04-30
Cebu Carbon,Eggplant,74,Surging,2026-04-30
Baguio Public,Eggplant,61,Dipping,2026-04-30
Davao Bankerohan,Eggplant,65,Stable,2026-04-30
Iloilo Terminal,Eggplant,67,Rising,2026-04-30
Balintawak,Squash,36,Stable,2026-04-30
Divisoria,Squash,39,Surging,2026-04-30
Mega Q-Mart,Squash,48,Surging,2026-04-30
Muntinlupa,Squash,49,Surging,2026-04-30
Cebu Carbon,Squash,41,Dipping,2026-04-30
Baguio Public,Squash,41,Dipping,2026-04-30
Davao Bankerohan,Squash,45,Rising,2026-04-30
Iloilo Terminal,Squash,39,Dipping,2026-04-30
Balintawak,Ampalaya,73,Surging,2026-04-30
Divisoria,Ampalaya,70,Rising,2026-04-30
Mega Q-Mart,Ampalaya,93,Surging,2026-04-30
Muntinlupa,Ampalaya,84,Rising,2026-04-30
Cebu Carbon,Ampalaya,92,Surging,2026-04-30
Baguio Public,Ampalaya,85,Rising,2026-04-30
Davao Bankerohan,Ampalaya,82,Stable,2026-04-30
Iloilo Terminal,Ampalaya,91,Surging,2026-04-30
Balintawak,Pechay Baguio,49,Stable,2026-04-29
Divisoria,Pechay Baguio,50,Stable,2026-04-29
Mega Q-Mart,Pechay Baguio,67,Surging,2026-04-29
Muntinlupa,Pechay Baguio,62,Rising,2026-04-29
Cebu Carbon,Pechay Baguio,64,Rising,2026-04-29
Baguio Public,Pechay Baguio,58,Stable,2026-04-29
Davao Bankerohan,Pechay Baguio,66,Surging,2026-04-29
Iloilo Terminal,Pechay Baguio,65,Surging,2026-04-29
Balintawak,Cabbage (Scorpio),45,Surging,2026-04-29
Divisoria,Cabbage (Scorpio),39,Stable,2026-04-29
Mega Q-Mart,Cabbage (Scorpio),48,Stable,2026-04-29
Muntinlupa,Cabbage (Scorpio),46,Dipping,2026-04-29
Cebu Carbon,Cabbage (Scorpio),53,Surging,2026-04-29
Baguio Public,Cabbage (Scorpio),49,Stable,2026-04-29
Davao Bankerohan,Cabbage (Scorpio),49,Stable,2026-04-29
Iloilo Terminal,Cabbage (Scorpio),56,Surging,2026-04-29
Balintawak,Carrots,89,Rising,2026-04-29
Divisoria,Carrots,77,Dipping,2026-04-29
Mega Q-Mart,Carrots,116,Surging,2026-04-29
Muntinlupa,Carrots,95,Dipping,2026-04-29
Cebu Carbon,Carrots,103,Stable,2026-04-29
Baguio Public,Carrots,117,Surging,2026-04-29
Davao Bankerohan,Carrots,109,Rising,2026-04-29
Iloilo Terminal,Carrots,99,Stable,2026-04-29
Balintawak,Broccoli,124,Dipping,2026-04-29
Divisoria,Broccoli,122,Dipping,2026-04-29
Mega Q-Mart,Broccoli,187,Surging,2026-04-29
Muntinlupa,Broccoli,181,Surging,2026-04-29
Cebu Carbon,Broccoli,176,Rising,2026-04-29
Baguio Public,Broccoli,150,Dipping,2026-04-29
Davao Bankerohan,Broccoli,179,Surging,2026-04-29
Iloilo Terminal,Broccoli,165,Stable,2026-04-29
Balintawak,Tomato,71,Rising,2026-04-29
Divisoria,Tomato,61,Dipping,2026-04-29
Mega Q-Mart,Tomato,94,Surging,2026-04-29
Muntinlupa,Tomato,82,Stable,2026-04-29
Cebu Carbon,Tomato,90,Surging,2026-04-29
Baguio Public,Tomato,90,Surging,2026-04-29
Davao Bankerohan,Tomato,84,Rising,2026-04-29
Iloilo Terminal,Tomato,90,Surging,2026-04-29
Balintawak,White Potato,78,Rising,2026-04-29
Divisoria,White Potato,87,Surging,2026-04-29
Mega Q-Mart,White Potato,84,Dipping,2026-04-29
Muntinlupa,White Potato,97,Rising,2026-04-29
Cebu Carbon,White Potato,98,Rising,2026-04-29
Baguio Public,White Potato,88,Stable,2026-04-29
Davao Bankerohan,White Potato,87,Dipping,2026-04-29
Iloilo Terminal,White Potato,94,Stable,2026-04-29
Balintawak,Bell Pepper (Green),175,Surging,2026-04-29
Divisoria,Bell Pepper (Green),147,Stable,2026-04-29
Mega Q-Mart,Bell Pepper (Green),174,Dipping,2026-04-29
Muntinlupa,Bell Pepper (Green),182,Stable,2026-04-29
Cebu Carbon,Bell Pepper (Green),212,Surging,2026-04-29
Baguio Public,Bell Pepper (Green),181,Stable,2026-04-29
Davao Bankerohan,Bell Pepper (Green),204,Surging,2026-04-29
Iloilo Terminal,Bell Pepper (Green),206,Surging,2026-04-29
Balintawak,Cauliflower,119,Dipping,2026-04-29
Divisoria,Cauliflower,134,Rising,2026-04-29
Mega Q-Mart,Cauliflower,148,Stable,2026-04-29
Muntinlupa,Cauliflower,154,Stable,2026-04-29
Cebu Carbon,Cauliflower,153,Stable,2026-04-29
Baguio Public,Cauliflower,148,Stable,2026-04-29
Davao Bankerohan,Cauliflower,160,Rising,2026-04-29
Iloilo Terminal,Cauliflower,141,Dipping,2026-04-29
Balintawak,Lettuce (Romaine),100,Stable,2026-04-29
Divisoria,Lettuce (Romaine),110,Surging,2026-04-29
Mega Q-Mart,Lettuce (Romaine),127,Rising,2026-04-29
Muntinlupa,Lettuce (Romaine),117,Stable,2026-04-29
Cebu Carbon,Lettuce (Romaine),132,Surging,2026-04-29
Baguio Public,Lettuce (Romaine),133,Surging,2026-04-29
Davao Bankerohan,Lettuce (Romaine),133,Surging,2026-04-29
Iloilo Terminal,Lettuce (Romaine),112,Dipping,2026-04-29
Balintawak,Mango (Carabao),105,Stable,2026-04-29
Divisoria,Mango (Carabao),120,Surging,2026-04-29
Mega Q-Mart,Mango (Carabao),150,Surging,2026-04-29
Muntinlupa,Mango (Carabao),133,Stable,2026-04-29
Cebu Carbon,Mango (Carabao),143,Surging,2026-04-29
Baguio Public,Mango (Carabao),132,Stable,2026-04-29
Davao Bankerohan,Mango (Carabao),149,Surging,2026-04-29
Iloilo Terminal,Mango (Carabao),135,Rising,2026-04-29
Balintawak,Rice (Well Milled),50,Surging,2026-04-29
Divisoria,Rice (Well Milled),48,Rising,2026-04-29
Mega Q-Mart,Rice (Well Milled),61,Rising,2026-04-29
Muntinlupa,Rice (Well Milled),59,Rising,2026-04-29
Cebu Carbon,Rice (Well Milled),54,Stable,2026-04-29
Baguio Public,Rice (Well Milled),53,Dipping,2026-04-29
Davao Bankerohan,Rice (Well Milled),54,Stable,2026-04-29
Iloilo Terminal,Rice (Well Milled),51,Dipping,2026-04-29
Balintawak,Eggplant,50,Dipping,2026-04-29
Divisoria,Eggplant,60,Surging,2026-04-29
Mega Q-Mart,Eggplant,64,Stable,2026-04-29
Muntinlupa,Eggplant,71,Surging,2026-04-29
Cebu Carbon,Eggplant,68,Rising,2026-04-29
Baguio Public,Eggplant,70,Rising,2026-04-29
Davao Bankerohan,Eggplant,67,Rising,2026-04-29
Iloilo Terminal,Eggplant,59,Dipping,2026-04-29
Balintawak,Squash,40,Surging,2026-04-29
Divisoria,Squash,38,Rising,2026-04-29
Mega Q-Mart,Squash,43,Stable,2026-04-29
Muntinlupa,Squash,41,Stable,2026-04-29
Cebu Carbon,Squash,41,Stable,2026-04-29
Baguio Public,Squash,46,Rising,2026-04-29
Davao Bankerohan,Squash,48,Surging,2026-04-29
Iloilo Terminal,Squash,41,Dipping,2026-04-29
Balintawak,Ampalaya,76,Surging,2026-04-29
Divisoria,Ampalaya,70,Rising,2026-04-29
Mega Q-Mart,Ampalaya,77,Dipping,2026-04-29
Muntinlupa,Ampalaya,86,Rising,2026-04-29
Cebu Carbon,Ampalaya,85,Rising,2026-04-29
Baguio Public,Ampalaya,80,Stable,2026-04-29
Davao Bankerohan,Ampalaya,92,Surging,2026-04-29
Iloilo Terminal,Ampalaya,82,Stable,2026-04-29
Balintawak,Pechay Baguio,50,Rising,2026-04-28
Divisoria,Pechay Baguio,49,Stable,2026-04-28
Mega Q-Mart,Pechay Baguio,62,Rising,2026-04-28
Muntinlupa,Pechay Baguio,55,Dipping,2026-04-28
Cebu Carbon,Pechay Baguio,69,Surging,2026-04-28
Baguio Public,Pechay Baguio,64,Rising,2026-04-28
Davao Bankerohan,Pechay Baguio,61,Stable,2026-04-28
Iloilo Terminal,Pechay Baguio,57,Stable,2026-04-28
Balintawak,Cabbage (Scorpio),36,Dipping,2026-04-28
Divisoria,Cabbage (Scorpio),38,Stable,2026-04-28
Mega Q-Mart,Cabbage (Scorpio),45,Dipping,2026-04-28
Muntinlupa,Cabbage (Scorpio),48,Stable,2026-04-28
Cebu Carbon,Cabbage (Scorpio),55,Surging,2026-04-28
Baguio Public,Cabbage (Scorpio),49,Stable,2026-04-28
Davao Bankerohan,Cabbage (Scorpio),46,Dipping,2026-04-28
Iloilo Terminal,Cabbage (Scorpio),45,Dipping,2026-04-28
Balintawak,Carrots,87,Rising,2026-04-28
Divisoria,Carrots,83,Stable,2026-04-28
Mega Q-Mart,Carrots,110,Rising,2026-04-28
Muntinlupa,Carrots,119,Surging,2026-04-28
Cebu Carbon,Carrots,106,Stable,2026-04-28
Baguio Public,Carrots,105,Stable,2026-04-28
Davao Bankerohan,Carrots,99,Dipping,2026-04-28
Iloilo Terminal,Carrots,112,Rising,2026-04-28
Balintawak,Broccoli,151,Surging,2026-04-28
Divisoria,Broccoli,143,Rising,2026-04-28
Mega Q-Mart,Broccoli,164,Stable,2026-04-28
Muntinlupa,Broccoli,187,Surging,2026-04-28
Cebu Carbon,Broccoli,153,Dipping,2026-04-28
Baguio Public,Broccoli,158,Stable,2026-04-28
Davao Bankerohan,Broccoli,181,Surging,2026-04-28
Iloilo Terminal,Broccoli,189,Surging,2026-04-28
Balintawak,Tomato,72,Rising,2026-04-28
Divisoria,Tomato,67,Stable,2026-04-28
Mega Q-Mart,Tomato,80,Stable,2026-04-28
Muntinlupa,Tomato,87,Rising,2026-04-28
Cebu Carbon,Tomato,85,Rising,2026-04-28
Baguio Public,Tomato,81,Stable,2026-04-28
Davao Bankerohan,Tomato,87,Rising,2026-04-28
Iloilo Terminal,Tomato,83,Stable,2026-04-28
Balintawak,White Potato,78,Rising,2026-04-28
Divisoria,White Potato,80,Rising,2026-04-28
Mega Q-Mart,White Potato,101,Surging,2026-04-28
Muntinlupa,White Potato,93,Stable,2026-04-28
Cebu Carbon,White Potato,86,Dipping,2026-04-28
Baguio Public,White Potato,101,Surging,2026-04-28
Davao Bankerohan,White Potato,87,Dipping,2026-04-28
Iloilo Terminal,White Potato,88,Dipping,2026-04-28
Balintawak,Bell Pepper (Green),171,Surging,2026-04-28
Divisoria,Bell Pepper (Green),170,Surging,2026-04-28
Mega Q-Mart,Bell Pepper (Green),184,Stable,2026-04-28
Muntinlupa,Bell Pepper (Green),177,Dipping,2026-04-28
Cebu Carbon,Bell Pepper (Green),182,Stable,2026-04-28
Baguio Public,Bell Pepper (Green),206,Surging,2026-04-28
Davao Bankerohan,Bell Pepper (Green),169,Dipping,2026-04-28
Iloilo Terminal,Bell Pepper (Green),185,Stable,2026-04-28
Balintawak,Cauliflower,131,Rising,2026-04-28
Divisoria,Cauliflower,119,Stable,2026-04-28
Mega Q-Mart,Cauliflower,140,Dipping,2026-04-28
Muntinlupa,Cauliflower,161,Rising,2026-04-28
Cebu Carbon,Cauliflower,169,Surging,2026-04-28
Baguio Public,Cauliflower,172,Surging,2026-04-28
Davao Bankerohan,Cauliflower,157,Rising,2026-04-28
Iloilo Terminal,Cauliflower,145,Dipping,2026-04-28
Balintawak,Lettuce (Romaine),91,Dipping,2026-04-28
Divisoria,Lettuce (Romaine),102,Rising,2026-04-28
Mega Q-Mart,Lettuce (Romaine),132,Surging,2026-04-28
Muntinlupa,Lettuce (Romaine),136,Surging,2026-04-28
Cebu Carbon,Lettuce (Romaine),127,Rising,2026-04-28
Baguio Public,Lettuce (Romaine),113,Dipping,2026-04-28
Davao Bankerohan,Lettuce (Romaine),130,Surging,2026-04-28
Iloilo Terminal,Lettuce (Romaine),128,Rising,2026-04-28
Balintawak,Mango (Carabao),98,Dipping,2026-04-28
Divisoria,Mango (Carabao),99,Dipping,2026-04-28
Mega Q-Mart,Mango (Carabao),120,Dipping,2026-04-28
Muntinlupa,Mango (Carabao),142,Surging,2026-04-28
Cebu Carbon,Mango (Carabao),132,Stable,2026-04-28
Baguio Public,Mango (Carabao),140,Rising,2026-04-28
Davao Bankerohan,Mango (Carabao),143,Surging,2026-04-28
Iloilo Terminal,Mango (Carabao),124,Dipping,2026-04-28
Balintawak,Rice (Well Milled),51,Surging,2026-04-28
Divisoria,Rice (Well Milled),47,Stable,2026-04-28
Mega Q-Mart,Rice (Well Milled),63,Surging,2026-04-28
Muntinlupa,Rice (Well Milled),58,Rising,2026-04-28
Cebu Carbon,Rice (Well Milled),58,Rising,2026-04-28
Baguio Public,Rice (Well Milled),62,Surging,2026-04-28
